CustomerID,Age,Tenure_Months,Monthly_Charges,Total_Charges,Contract_Type,Payment_Method,Internet_Service,Tech_Support,Online_Security,Number_of_Services,Customer_Service_Calls,Churn
CUST00576,25,17,91.85,1561.45,One Year,Credit Card,DSL,Yes,No,6,7,1
CUST00577,44,27,77.55,2093.85,Month-to-Month,Bank Transfer,No,No,Yes,4,6,1
CUST00578,38,26,31.32,814.32,Month-to-Month,Credit Card,DSL,Yes,Yes,6,6,1
CUST00579,28,37,57.33,2121.21,Two Year,Bank Transfer,No,Yes,Yes,6,2,0
CUST00580,39,49,32.49,1592.01,One Year,Electronic Check,DSL,No,No,2,7,1
CUST00581,28,21,44.69,938.49,Two Year,Electronic Check,DSL,Yes,No,6,7,1
CUST00582,26,67,52.28,3502.76,Two Year,Mailed Check,No,No,No,6,3,0
CUST00583,43,20,85.06,1701.20,Two Year,Credit Card,DSL,No,No,2,4,1
CUST00584,74,61,61.95,3778.95,One Year,Bank Transfer,Fiber Optic,Yes,No,1,0,0
CUST00585,53,62,99.27,6154.74,Month-to-Month,Electronic Check,DSL,Yes,Yes,2,4,1
CUST00586,50,14,84.05,1176.70,One Year,Electronic Check,DSL,No,Yes,5,3,1
CUST00587,59,46,44.96,2068.16,Month-to-Month,Electronic Check,No,No,Yes,6,3,0
CUST00588,27,60,74.60,4476.00,Month-to-Month,Mailed Check,No,Yes,Yes,2,4,1
CUST00589,29,68,36.64,2491.52,One Year,Mailed Check,DSL,No,Yes,5,4,1
CUST00590,68,8,83.05,664.40,One Year,Electronic Check,DSL,Yes,No,4,2,1
CUST00591,59,38,59.92,2276.96,Two Year,Credit Card,No,No,No,1,7,1
CUST00592,19,57,49.46,2819.22,Two Year,Electronic Check,DSL,Yes,No,3,0,0
CUST00593,60,14,48.73,682.22,Month-to-Month,Electronic Check,No,No,Yes,5,0,1
CUST00594,31,31,71.83,2226.73,One Year,Mailed Check,Fiber Optic,No,No,5,7,1
CUST00595,71,14,32.91,460.74,Two Year,Credit Card,No,Yes,Yes,3,3,0
CUST00596,71,30,32.10,963.00,One Year,Bank Transfer,DSL,No,No,6,6,0
CUST00597,75,17,61.31,1042.27,Two Year,Electronic Check,No,Yes,No,4,2,0
CUST00598,23,2,36.54,73.08,Month-to-Month,Mailed Check,DSL,No,No,1,2,1
CUST00599,42,4,80.22,320.88,Two Year,Bank Transfer,DSL,Yes,No,1,6,1
CUST00600,61,56,50.47,2826.32,Two Year,Electronic Check,DSL,Yes,Yes,4,3,1
CUST00601,36,71,78.23,5554.33,Two Year,Bank Transfer,DSL,No,Yes,2,0,0
CUST00602,61,54,63.62,3435.48,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,5,1,0
CUST00603,31,70,28.28,1979.60,Two Year,Electronic Check,DSL,No,Yes,6,0,0
CUST00604,27,20,68.39,1367.80,One Year,Mailed Check,Fiber Optic,Yes,Yes,4,2,0
CUST00605,63,28,51.40,1439.20,Two Year,Credit Card,No,No,No,1,0,0
CUST00606,76,31,74.71,2316.01,Month-to-Month,Electronic Check,No,No,Yes,6,1,0
CUST00607,28,68,70.41,4787.88,Two Year,Electronic Check,Fiber Optic,No,No,3,6,1
CUST00608,73,43,78.19,3362.17,One Year,Credit Card,No,No,No,2,4,1
CUST00609,33,4,95.49,381.96,Month-to-Month,Credit Card,DSL,Yes,No,4,1,1
CUST00610,47,5,43.48,217.40,Month-to-Month,Credit Card,DSL,No,No,3,0,1
CUST00611,47,72,31.73,2284.56,Month-to-Month,Bank Transfer,Fiber Optic,No,No,1,0,0
CUST00612,77,35,98.09,3433.15,Two Year,Mailed Check,Fiber Optic,Yes,No,5,0,1
CUST00613,38,71,85.13,6044.23,One Year,Credit Card,Fiber Optic,No,No,5,4,1
CUST00614,44,6,37.34,224.04,Month-to-Month,Mailed Check,No,No,No,4,3,1
CUST00615,51,44,99.50,4378.00,Two Year,Bank Transfer,DSL,No,No,5,4,1
CUST00616,62,8,69.36,554.88,One Year,Electronic Check,No,No,Yes,3,5,0
CUST00617,64,38,99.78,3791.64,Month-to-Month,Electronic Check,No,Yes,No,1,4,1
CUST00618,50,6,63.05,378.30,Two Year,Bank Transfer,No,No,No,3,0,1
CUST00619,31,55,81.06,4458.30,One Year,Mailed Check,DSL,Yes,No,4,0,1
CUST00620,20,66,93.82,6192.12,Two Year,Credit Card,DSL,No,Yes,4,2,0
CUST00621,54,24,56.74,1361.76,Two Year,Electronic Check,No,No,No,6,5,1
CUST00622,41,23,20.26,465.98,Two Year,Bank Transfer,Fiber Optic,Yes,Yes,2,2,0
CUST00623,28,40,58.71,2348.40,One Year,Bank Transfer,No,Yes,No,1,2,0
CUST00624,58,3,24.53,73.59,Two Year,Mailed Check,Fiber Optic,No,No,4,3,0
CUST00625,28,24,98.39,2361.36,Month-to-Month,Credit Card,No,Yes,No,2,1,1
CUST00626,40,50,86.37,4318.50,One Year,Credit Card,DSL,No,No,1,6,1
CUST00627,29,62,93.18,5777.16,Two Year,Mailed Check,No,No,Yes,4,2,0
CUST00628,40,33,93.76,3094.08,Two Year,Mailed Check,No,Yes,No,5,4,1
CUST00629,38,48,87.17,4184.16,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,5,5,1
CUST00630,74,34,84.30,2866.20,Month-to-Month,Bank Transfer,No,No,Yes,5,2,1
CUST00631,38,62,74.35,4609.70,One Year,Credit Card,No,Yes,Yes,6,5,0
CUST00632,74,67,23.20,1554.40,One Year,Credit Card,Fiber Optic,Yes,Yes,1,2,0
CUST00633,68,54,66.27,3578.58,Two Year,Mailed Check,No,No,Yes,3,6,0
CUST00634,31,42,43.53,1828.26,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,5,0,1
CUST00635,40,12,63.48,761.76,Month-to-Month,Credit Card,DSL,Yes,No,1,1,1
CUST00636,24,31,21.42,664.02,Month-to-Month,Mailed Check,No,No,No,4,2,0
CUST00637,45,8,54.85,438.80,Two Year,Electronic Check,No,No,Yes,2,3,0
CUST00638,38,6,46.47,278.82,Month-to-Month,Mailed Check,No,Yes,Yes,3,0,1
CUST00639,32,10,77.94,779.40,One Year,Bank Transfer,Fiber Optic,No,No,6,2,0
CUST00640,73,14,84.37,1181.18,Two Year,Electronic Check,DSL,No,Yes,5,4,1
CUST00641,25,37,89.26,3302.62,One Year,Mailed Check,No,Yes,Yes,4,0,0
CUST00642,65,9,40.56,365.04,Month-to-Month,Credit Card,DSL,Yes,No,2,0,1
CUST00643,62,48,99.13,4758.24,One Year,Bank Transfer,DSL,Yes,No,2,2,0
CUST00644,44,3,64.83,194.49,Month-to-Month,Bank Transfer,No,Yes,Yes,1,6,1
CUST00645,56,18,92.66,1667.88,One Year,Mailed Check,Fiber Optic,No,Yes,1,6,1
CUST00646,44,37,97.01,3589.37,Two Year,Mailed Check,No,Yes,Yes,2,2,1
CUST00647,46,42,42.84,1799.28,Two Year,Credit Card,Fiber Optic,No,Yes,1,0,1
CUST00648,36,41,46.27,1897.07,Month-to-Month,Mailed Check,No,Yes,Yes,2,2,0
CUST00649,55,60,26.83,1609.80,Month-to-Month,Electronic Check,Fiber Optic,No,No,3,3,1
CUST00650,71,47,91.10,4281.70,One Year,Electronic Check,Fiber Optic,No,No,6,3,0
CUST00651,46,48,28.91,1387.68,Month-to-Month,Electronic Check,DSL,No,No,4,3,1
CUST00652,30,20,87.79,1755.80,Month-to-Month,Electronic Check,DSL,Yes,Yes,1,7,1
CUST00653,69,58,87.53,5076.74,Month-to-Month,Electronic Check,No,No,No,3,3,1
CUST00654,45,57,73.46,4187.22,Two Year,Mailed Check,No,Yes,Yes,6,0,0
CUST00655,29,67,34.11,2285.37,Month-to-Month,Mailed Check,No,No,Yes,4,7,0
CUST00656,61,56,80.56,4511.36,One Year,Electronic Check,No,No,No,6,3,0
CUST00657,41,53,76.81,4070.93,One Year,Bank Transfer,Fiber Optic,Yes,No,6,4,1
CUST00658,41,22,36.64,806.08,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,5,6,1
CUST00659,47,20,83.86,1677.20,Two Year,Credit Card,DSL,No,No,6,7,0
CUST00660,53,31,41.64,1290.84,Two Year,Bank Transfer,DSL,Yes,Yes,5,7,0
CUST00661,49,55,24.33,1338.15,Month-to-Month,Credit Card,Fiber Optic,No,No,6,5,1
CUST00662,24,18,95.83,1724.94,Month-to-Month,Bank Transfer,DSL,Yes,Yes,1,6,1
CUST00663,59,19,29.93,568.67,One Year,Electronic Check,Fiber Optic,Yes,No,6,4,0
CUST00664,20,69,43.47,2999.43,Month-to-Month,Bank Transfer,No,No,No,3,4,0
CUST00665,27,1,63.68,63.68,Month-to-Month,Bank Transfer,Fiber Optic,No,No,3,5,1
CUST00666,43,70,89.44,6260.80,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,1,4,1
CUST00667,33,47,32.29,1517.63,Month-to-Month,Bank Transfer,Fiber Optic,No,No,3,3,0
CUST00668,74,54,82.08,4432.32,One Year,Electronic Check,No,No,No,2,1,1
CUST00669,54,53,88.35,4682.55,One Year,Mailed Check,DSL,Yes,No,4,0,0
CUST00670,69,41,68.39,2803.99,Two Year,Credit Card,No,No,Yes,6,7,1
CUST00671,43,39,98.63,3846.57,Two Year,Credit Card,DSL,No,Yes,4,4,1
CUST00672,26,15,44.26,663.90,One Year,Credit Card,DSL,No,No,5,5,0
CUST00673,72,21,92.46,1941.66,One Year,Credit Card,Fiber Optic,Yes,No,2,2,0
CUST00674,71,68,58.14,3953.52,Two Year,Credit Card,DSL,Yes,No,2,7,1
CUST00675,41,54,53.14,2869.56,Month-to-Month,Mailed Check,Fiber Optic,Yes,Yes,6,5,0
CUST00676,57,6,69.30,415.80,Two Year,Electronic Check,No,Yes,Yes,4,0,0
CUST00677,49,46,23.34,1073.64,Two Year,Credit Card,No,Yes,Yes,6,7,0
CUST00678,54,9,22.28,200.52,One Year,Credit Card,No,No,No,2,6,1
CUST00679,31,59,88.52,5222.68,Two Year,Mailed Check,Fiber Optic,Yes,Yes,3,1,0
CUST00680,70,9,69.89,629.01,Month-to-Month,Electronic Check,No,No,No,5,1,1
CUST00681,25,70,49.34,3453.80,Month-to-Month,Bank Transfer,DSL,No,Yes,4,4,0
CUST00682,48,49,93.30,4571.70,Two Year,Electronic Check,Fiber Optic,No,Yes,2,7,1
CUST00683,19,33,69.60,2296.80,One Year,Electronic Check,DSL,Yes,No,4,2,0
CUST00684,68,44,23.21,1021.24,One Year,Mailed Check,Fiber Optic,No,No,6,7,0
CUST00685,52,51,43.17,2201.67,Month-to-Month,Electronic Check,No,No,No,2,6,1
CUST00686,62,33,75.76,2500.08,Two Year,Credit Card,DSL,No,Yes,5,0,0
CUST00687,34,68,56.82,3863.76,Two Year,Electronic Check,DSL,Yes,No,3,3,0
CUST00688,23,49,51.44,2520.56,Two Year,Electronic Check,No,No,No,4,6,1
CUST00689,58,15,27.49,412.35,Month-to-Month,Electronic Check,Fiber Optic,No,No,3,7,1
CUST00690,44,20,71.03,1420.60,Month-to-Month,Credit Card,No,Yes,No,4,6,1
CUST00691,55,12,48.87,586.44,Two Year,Mailed Check,No,No,Yes,6,0,0
CUST00692,29,63,88.50,5575.50,One Year,Credit Card,DSL,Yes,No,3,3,0
CUST00693,72,53,85.83,4548.99,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No,1,0,1
CUST00694,34,40,29.38,1175.20,Month-to-Month,Bank Transfer,DSL,Yes,Yes,4,2,0
CUST00695,66,48,55.50,2664.00,One Year,Bank Transfer,DSL,No,No,2,7,1
CUST00696,77,5,48.92,244.60,One Year,Electronic Check,Fiber Optic,Yes,Yes,5,1,0
CUST00697,68,45,44.22,1989.90,Two Year,Mailed Check,DSL,No,Yes,5,7,0
CUST00698,42,31,77.65,2407.15,One Year,Credit Card,DSL,Yes,Yes,6,5,1
CUST00699,25,19,72.69,1381.11,One Year,Mailed Check,No,No,Yes,6,7,1
CUST00700,26,45,49.11,2209.95,Two Year,Mailed Check,DSL,Yes,No,5,1,0
CUST00701,20,39,72.45,2825.55,Month-to-Month,Mailed Check,DSL,Yes,No,6,3,1
CUST00702,29,18,21.83,392.94,One Year,Electronic Check,Fiber Optic,Yes,No,2,2,1
CUST00703,64,10,25.48,254.80,Month-to-Month,Bank Transfer,DSL,No,No,1,0,0
CUST00704,49,68,37.90,2577.20,One Year,Bank Transfer,No,Yes,Yes,5,1,0
CUST00705,33,63,75.38,4748.94,Two Year,Mailed Check,No,Yes,No,3,1,1
CUST00706,75,13,35.06,455.78,Two Year,Mailed Check,No,Yes,Yes,6,2,0
CUST00707,70,50,32.70,1635.00,One Year,Mailed Check,DSL,No,Yes,6,1,1
CUST00708,50,58,74.98,4348.84,One Year,Electronic Check,No,Yes,Yes,6,2,0
CUST00709,31,30,50.72,1521.60,One Year,Electronic Check,DSL,Yes,No,1,7,1
CUST00710,56,49,74.49,3650.01,Two Year,Bank Transfer,No,Yes,No,4,7,0
CUST00711,74,3,90.26,270.78,One Year,Credit Card,DSL,No,Yes,6,6,1
CUST00712,24,57,35.22,2007.54,Two Year,Bank Transfer,Fiber Optic,No,No,6,5,0
CUST00713,49,15,36.55,548.25,Two Year,Bank Transfer,Fiber Optic,Yes,Yes,5,7,0
CUST00714,75,37,94.07,3480.59,Month-to-Month,Bank Transfer,DSL,Yes,No,4,5,1
CUST00715,35,30,24.99,749.70,One Year,Electronic Check,Fiber Optic,Yes,No,4,6,0
CUST00716,55,45,66.86,3008.70,One Year,Mailed Check,Fiber Optic,No,Yes,6,0,1
CUST00717,62,21,80.39,1688.19,One Year,Mailed Check,No,No,Yes,5,1,0
CUST00718,31,49,97.17,4761.33,Month-to-Month,Electronic Check,DSL,Yes,Yes,6,2,1
CUST00719,60,11,74.24,816.64,One Year,Credit Card,DSL,No,No,1,6,1
CUST00720,42,41,67.75,2777.75,One Year,Electronic Check,Fiber Optic,No,No,6,3,0
CUST00721,71,15,25.52,382.80,One Year,Mailed Check,DSL,No,Yes,3,1,0
CUST00722,57,72,40.16,2891.52,One Year,Credit Card,No,No,No,6,7,0
CUST00723,68,62,92.83,5755.46,Two Year,Credit Card,DSL,Yes,No,4,5,0
CUST00724,65,51,94.18,4803.18,Month-to-Month,Mailed Check,No,No,Yes,4,4,0
CUST00725,29,26,88.55,2302.30,One Year,Bank Transfer,Fiber Optic,No,Yes,6,5,1
CUST00726,53,26,43.94,1142.44,One Year,Mailed Check,No,Yes,No,2,5,1
CUST00727,27,30,62.24,1867.20,One Year,Credit Card,DSL,Yes,No,2,5,1
CUST00728,24,61,89.53,5461.33,Two Year,Credit Card,DSL,No,No,1,0,0
CUST00729,70,9,23.77,213.93,Two Year,Bank Transfer,No,Yes,Yes,3,1,0
CUST00730,65,19,50.65,962.35,Month-to-Month,Bank Transfer,DSL,Yes,Yes,6,6,1
CUST00731,60,40,30.44,1217.60,One Year,Electronic Check,Fiber Optic,No,Yes,3,6,0
CUST00732,20,72,93.35,6721.20,Two Year,Mailed Check,DSL,No,No,2,5,1
CUST00733,61,46,66.42,3055.32,Two Year,Electronic Check,Fiber Optic,Yes,Yes,3,2,0
CUST00734,41,59,67.74,3996.66,Month-to-Month,Electronic Check,No,No,Yes,5,0,0
CUST00735,38,66,30.27,1997.82,Two Year,Mailed Check,DSL,Yes,No,3,7,0
CUST00736,77,29,26.79,776.91,One Year,Electronic Check,DSL,Yes,No,3,7,1
CUST00737,26,67,27.67,1853.89,Month-to-Month,Mailed Check,No,No,Yes,3,0,0
CUST00738,58,38,49.90,1896.20,Month-to-Month,Mailed Check,DSL,No,No,3,3,0
CUST00739,30,55,79.38,4365.90,Month-to-Month,Mailed Check,No,Yes,No,3,5,1
CUST00740,48,49,30.56,1497.44,Two Year,Credit Card,Fiber Optic,No,No,4,0,0
CUST00741,69,10,24.48,244.80,Month-to-Month,Credit Card,DSL,No,No,3,3,1
CUST00742,45,30,67.94,2038.20,Two Year,Bank Transfer,DSL,Yes,Yes,3,7,1
CUST00743,35,25,94.17,2354.25,Month-to-Month,Credit Card,Fiber Optic,Yes,No,2,5,1
CUST00744,32,59,49.31,2909.29,Two Year,Mailed Check,No,Yes,No,5,7,0
CUST00745,66,66,45.89,3028.74,Two Year,Credit Card,No,No,No,4,6,1
CUST00746,23,61,32.19,1963.59,One Year,Mailed Check,No,Yes,Yes,3,0,1
CUST00747,40,36,80.12,2884.32,One Year,Mailed Check,No,Yes,Yes,3,3,1
CUST00748,25,54,56.02,3025.08,One Year,Electronic Check,DSL,No,Yes,6,1,1
CUST00749,48,25,57.64,1441.00,Month-to-Month,Bank Transfer,No,No,Yes,5,3,1
CUST00750,19,58,21.25,1232.50,Month-to-Month,Electronic Check,No,Yes,No,1,3,1
CUST00751,67,61,87.33,5327.13,One Year,Electronic Check,Fiber Optic,No,No,2,5,1
CUST00752,49,21,99.32,2085.72,Two Year,Credit Card,Fiber Optic,Yes,No,1,3,1
CUST00753,54,67,24.12,1616.04,Month-to-Month,Credit Card,Fiber Optic,No,Yes,3,4,1
CUST00754,71,4,34.03,136.12,One Year,Bank Transfer,Fiber Optic,No,Yes,5,6,1
CUST00755,42,48,37.91,1819.68,Month-to-Month,Electronic Check,Fiber Optic,No,No,1,1,0
CUST00756,51,9,38.15,343.35,One Year,Electronic Check,Fiber Optic,Yes,No,4,2,0
CUST00757,51,54,51.67,2790.18,Month-to-Month,Bank Transfer,DSL,Yes,No,4,2,0
CUST00758,64,9,69.05,621.45,One Year,Credit Card,Fiber Optic,No,Yes,6,4,0
CUST00759,61,57,35.49,2022.93,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,6,7,1
CUST00760,76,36,55.97,2014.92,One Year,Mailed Check,No,No,No,3,6,1
CUST00761,46,50,53.51,2675.50,Month-to-Month,Mailed Check,DSL,Yes,Yes,1,2,1
CUST00762,48,57,88.44,5041.08,Two Year,Mailed Check,Fiber Optic,No,No,6,2,1
CUST00763,29,63,53.25,3354.75,One Year,Electronic Check,DSL,Yes,No,5,7,0
CUST00764,23,42,49.76,2089.92,One Year,Electronic Check,No,Yes,Yes,4,7,0
CUST00765,31,26,24.41,634.66,Two Year,Bank Transfer,DSL,No,No,4,6,0
CUST00766,60,26,30.94,804.44,Month-to-Month,Credit Card,Fiber Optic,No,Yes,3,1,1
CUST00767,27,64,71.79,4594.56,One Year,Bank Transfer,DSL,No,Yes,6,2,0
CUST00768,27,39,41.61,1622.79,Two Year,Bank Transfer,Fiber Optic,No,No,2,6,0
CUST00769,59,20,54.81,1096.20,Two Year,Bank Transfer,DSL,Yes,Yes,3,3,1
CUST00770,47,60,71.60,4296.00,One Year,Credit Card,Fiber Optic,Yes,Yes,5,3,0
CUST00771,35,2,34.95,69.90,Month-to-Month,Credit Card,DSL,No,Yes,1,7,1
CUST00772,66,20,42.35,847.00,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,3,6,0
CUST00773,28,44,59.98,2639.12,One Year,Bank Transfer,DSL,No,Yes,6,3,1
CUST00774,20,10,26.89,268.90,Two Year,Electronic Check,DSL,No,Yes,2,0,0
CUST00775,62,72,67.06,4828.32,One Year,Electronic Check,DSL,No,No,5,3,0
CUST00776,27,46,67.31,3096.26,One Year,Bank Transfer,Fiber Optic,Yes,No,5,5,1
CUST00777,36,71,77.39,5494.69,Month-to-Month,Mailed Check,No,Yes,Yes,1,2,0
CUST00778,72,62,99.73,6183.26,One Year,Bank Transfer,No,No,No,3,4,0
CUST00779,32,72,41.76,3006.72,Two Year,Credit Card,Fiber Optic,No,No,3,1,0
CUST00780,19,7,46.14,322.98,Two Year,Electronic Check,No,Yes,Yes,1,3,0
CUST00781,75,61,79.30,4837.30,One Year,Electronic Check,DSL,No,No,5,3,0
CUST00782,73,17,89.45,1520.65,Two Year,Mailed Check,DSL,Yes,Yes,5,5,0
CUST00783,39,54,39.11,2111.94,Month-to-Month,Electronic Check,DSL,Yes,No,2,5,0
CUST00784,42,56,91.60,5129.60,Two Year,Credit Card,DSL,Yes,Yes,3,3,1
CUST00785,47,4,70.30,281.20,Two Year,Mailed Check,No,No,Yes,1,3,0
CUST00786,26,45,60.77,2734.65,Two Year,Credit Card,No,No,No,6,7,0
CUST00787,75,51,60.58,3089.58,Month-to-Month,Mailed Check,Fiber Optic,Yes,Yes,2,5,1
CUST00788,31,43,83.33,3583.19,One Year,Mailed Check,DSL,No,Yes,5,2,1
CUST00789,44,60,31.39,1883.40,One Year,Mailed Check,DSL,Yes,No,5,4,0
CUST00790,62,66,22.09,1457.94,Month-to-Month,Electronic Check,DSL,No,Yes,4,6,1
CUST00791,29,56,82.95,4645.20,Two Year,Credit Card,No,No,Yes,4,2,0
CUST00792,75,19,85.41,1622.79,Two Year,Electronic Check,DSL,No,No,3,0,1
CUST00793,40,3,49.32,147.96,One Year,Credit Card,Fiber Optic,No,Yes,2,7,1
CUST00794,59,64,86.12,5511.68,Month-to-Month,Credit Card,Fiber Optic,No,No,5,2,1
CUST00795,20,42,72.34,3038.28,One Year,Mailed Check,DSL,No,Yes,1,0,1
CUST00796,40,20,55.66,1113.20,Month-to-Month,Bank Transfer,No,No,Yes,3,5,1
CUST00797,36,44,38.44,1691.36,Two Year,Electronic Check,DSL,Yes,No,3,6,0
CUST00798,38,45,27.23,1225.35,Two Year,Mailed Check,DSL,No,Yes,3,4,1
CUST00799,47,35,43.11,1508.85,Month-to-Month,Bank Transfer,No,No,No,5,1,1
CUST00800,59,18,39.62,713.16,One Year,Credit Card,No,No,Yes,5,4,1
CUST00801,27,15,69.26,1038.90,Month-to-Month,Credit Card,DSL,Yes,No,3,4,0
CUST00802,67,22,63.86,1404.92,Two Year,Bank Transfer,No,Yes,No,2,1,0
CUST00803,33,48,55.35,2656.80,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,5,4,1
CUST00804,28,47,50.66,2381.02,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,2,1,1
CUST00805,60,28,41.44,1160.32,One Year,Electronic Check,DSL,No,Yes,5,7,0
CUST00806,46,60,65.91,3954.60,Month-to-Month,Mailed Check,DSL,Yes,Yes,5,7,0
CUST00807,45,60,95.07,5704.20,Two Year,Credit Card,DSL,No,No,1,5,1
CUST00808,62,22,39.44,867.68,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,4,3,0
CUST00809,30,63,76.60,4825.80,One Year,Credit Card,Fiber Optic,No,Yes,6,2,0
CUST00810,26,36,51.31,1847.16,One Year,Credit Card,No,Yes,No,6,2,0
CUST00811,39,45,85.39,3842.55,One Year,Mailed Check,DSL,Yes,No,3,3,0
CUST00812,39,20,38.01,760.20,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,3,6,0
CUST00813,29,45,82.20,3699.00,Two Year,Mailed Check,Fiber Optic,No,Yes,4,2,1
CUST00814,56,29,32.45,941.05,Two Year,Bank Transfer,Fiber Optic,No,No,2,1,0
CUST00815,55,69,44.87,3096.03,One Year,Credit Card,DSL,No,Yes,5,5,1
CUST00816,69,39,64.41,2511.99,One Year,Electronic Check,DSL,No,Yes,3,3,0
CUST00817,75,72,31.44,2263.68,Two Year,Mailed Check,DSL,No,Yes,3,6,1
CUST00818,74,18,45.18,813.24,Two Year,Electronic Check,No,Yes,No,6,0,0
CUST00819,73,27,49.43,1334.61,Two Year,Mailed Check,No,Yes,No,2,0,0
CUST00820,44,64,94.58,6053.12,One Year,Credit Card,No,No,Yes,5,5,1
CUST00821,44,72,70.87,5102.64,One Year,Mailed Check,DSL,Yes,Yes,5,2,0
CUST00822,36,70,52.21,3654.70,Two Year,Credit Card,DSL,Yes,No,6,7,1
CUST00823,73,56,40.78,2283.68,One Year,Mailed Check,No,No,No,3,0,1
CUST00824,74,45,61.24,2755.80,Two Year,Electronic Check,Fiber Optic,No,Yes,6,3,0
CUST00825,21,62,63.57,3941.34,One Year,Credit Card,DSL,No,No,2,2,1
CUST00826,37,64,51.01,3264.64,One Year,Bank Transfer,No,No,Yes,4,2,1
CUST00827,31,10,38.37,383.70,One Year,Electronic Check,Fiber Optic,Yes,Yes,4,4,0
CUST00828,76,33,55.22,1822.26,Month-to-Month,Electronic Check,DSL,Yes,No,5,5,0
CUST00829,73,72,29.86,2149.92,Month-to-Month,Mailed Check,No,Yes,Yes,1,4,0
CUST00830,36,40,24.93,997.20,Month-to-Month,Mailed Check,Fiber Optic,No,No,4,0,1
CUST00831,76,49,67.44,3304.56,Two Year,Credit Card,Fiber Optic,Yes,Yes,2,3,0
CUST00832,71,61,41.76,2547.36,Month-to-Month,Mailed Check,DSL,No,Yes,3,5,1
CUST00833,63,3,83.36,250.08,One Year,Credit Card,No,Yes,No,4,3,1
CUST00834,23,72,95.26,6858.72,Two Year,Credit Card,No,Yes,Yes,1,2,0
CUST00835,36,17,82.34,1399.78,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,3,4,0
CUST00836,53,25,20.01,500.25,Two Year,Credit Card,Fiber Optic,No,No,1,0,0
CUST00837,53,63,51.16,3223.08,One Year,Mailed Check,Fiber Optic,No,No,6,1,1
CUST00838,56,7,33.79,236.53,One Year,Electronic Check,Fiber Optic,Yes,Yes,4,1,0
CUST00839,67,23,47.96,1103.08,Two Year,Mailed Check,Fiber Optic,No,No,5,0,1
CUST00840,61,28,20.86,584.08,Two Year,Bank Transfer,DSL,Yes,Yes,1,4,1
CUST00841,51,10,78.18,781.80,One Year,Bank Transfer,Fiber Optic,No,No,4,4,1
CUST00842,18,34,41.47,1409.98,Month-to-Month,Bank Transfer,Fiber Optic,No,No,4,6,1
CUST00843,42,11,94.50,1039.50,Two Year,Electronic Check,Fiber Optic,Yes,Yes,6,7,0
CUST00844,56,5,75.19,375.95,Two Year,Electronic Check,DSL,No,Yes,5,7,1
CUST00845,73,24,83.93,2014.32,Month-to-Month,Bank Transfer,No,No,Yes,1,2,0
CUST00846,34,64,91.95,5884.80,One Year,Electronic Check,No,Yes,Yes,2,7,1
CUST00847,64,50,28.72,1436.00,Two Year,Electronic Check,Fiber Optic,Yes,No,1,2,0
CUST00848,67,19,79.93,1518.67,Two Year,Electronic Check,No,No,Yes,3,3,1
CUST00849,75,25,39.52,988.00,Two Year,Mailed Check,No,No,No,1,1,1
CUST00850,50,69,34.69,2393.61,Two Year,Electronic Check,Fiber Optic,Yes,Yes,1,4,1
CUST00851,65,53,22.64,1199.92,Two Year,Mailed Check,DSL,Yes,No,6,1,1
CUST00852,29,42,42.27,1775.34,Month-to-Month,Electronic Check,No,Yes,Yes,2,7,1
CUST00853,51,67,95.52,6399.84,Month-to-Month,Credit Card,No,No,No,6,6,1
CUST00854,25,22,30.41,669.02,One Year,Credit Card,No,No,No,4,6,1
CUST00855,64,33,61.69,2035.77,Two Year,Mailed Check,DSL,No,No,4,7,0
CUST00856,77,50,36.81,1840.50,Two Year,Credit Card,Fiber Optic,No,No,6,4,0
CUST00857,64,13,54.51,708.63,Two Year,Mailed Check,DSL,Yes,Yes,6,5,0
CUST00858,27,40,71.77,2870.80,Two Year,Electronic Check,No,Yes,No,4,1,0
CUST00859,36,37,86.42,3197.54,Month-to-Month,Electronic Check,DSL,Yes,No,3,7,1
CUST00860,33,37,77.89,2881.93,Two Year,Mailed Check,No,Yes,Yes,6,3,0
CUST00861,69,64,90.20,5772.80,One Year,Credit Card,DSL,No,No,2,7,1
CUST00862,19,26,46.41,1206.66,Two Year,Mailed Check,DSL,No,Yes,4,2,1
CUST00863,30,36,92.99,3347.64,Month-to-Month,Electronic Check,DSL,Yes,No,5,4,1
CUST00864,32,41,39.48,1618.68,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,2,4,0
CUST00865,44,63,65.12,4102.56,One Year,Electronic Check,Fiber Optic,Yes,Yes,3,5,0
CUST00866,57,7,91.40,639.80,Month-to-Month,Mailed Check,Fiber Optic,No,No,3,0,1
